school_number,school,year,meet,sport,event,division,rank,source,club,is_individual_event
402030,駒場,令和5年度,関東大会,陸上競技,走高跳,男,決勝4位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,陸上競技部,0
402030,駒場,令和5年度,関東大会,,走幅跳,女,決勝14位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,陸上競技部,0
402030,駒場,令和5年度,関東大会,,やり投,女,決勝17位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,陸上競技部,0
402030,駒場,令和5年度,関東大会,,七種競技,女,準優勝,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,体操 (機械体操),団体総合,女,10位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,体操 (機械体操),団体総合,男,17位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,体操 (機械体操),個人総合,女,46位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,1
402030,駒場,令和5年度,関東大会,体操 (機械体操),個人総合,女,51位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,1
402030,駒場,令和5年度,関東大会,体操 (機械体操),個人総合,女,61位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,1
402030,駒場,令和5年度,関東大会,体操 (機械体操),個人総合,女,69位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,1
402030,駒場,令和5年度,関東大会,,個人総合,男,56位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,1
402030,駒場,令和5年度,関東大会,,個人総合,男,89位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,1
402030,駒場,令和5年度,関東大会,,個人総合,男,91位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,1
402030,駒場,令和5年度,関東大会,,ゆか,女,44位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,,ゆか,女,46位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,,ゆか,男,75位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,,ゆか,女,57位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,,ゆか,男,93位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,,ゆか,女,71位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,,跳馬,男,24位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,体操競技部,0
402030,駒場,令和5年度,関東大会,,跳馬,女,38位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,体操競技部,0
402030,駒場,令和5年度,関東大会,,跳馬,女,42位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,体操競技部,0
402030,駒場,令和5年度,関東大会,,跳馬,女,50位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,体操競技部,0
402030,駒場,令和5年度,関東大会,,跳馬,女,52位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,体操競技部,0
402030,駒場,令和5年度,関東大会,,跳馬,男,94位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,体操競技部,0
402030,駒場,令和5年度,関東大会,,段違い平行棒,女,38位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,,段違い平行棒,女,42位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,,平行棒,男,57位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,,平行棒,男,60位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,,段違い平行棒,女,59位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,,段違い平行棒,女,65位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,,平均台,女,40位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,体操競技部,0
402030,駒場,令和5年度,関東大会,,あん馬,男,50位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,体操競技部,0
402030,駒場,令和5年度,関東大会,,平均台,女,60位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,体操競技部,0
402030,駒場,令和5年度,関東大会,,平均台,女,79位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,体操競技部,0
402030,駒場,令和5年度,関東大会,,あん馬,男,92位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,体操競技部,0
402030,駒場,令和5年度,関東大会,,平均台,女,80位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,体操競技部,0
402030,駒場,令和5年度,関東大会,,,男,57位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,,,男,66位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,,,男,93位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,,鉄棒,男,35位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,体操競技部,0
402030,駒場,令和5年度,関東大会,,鉄棒,男,78位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,体操競技部,0
402030,駒場,令和5年度,関東大会,,鉄棒,男,90位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,体操競技部,0
402030,駒場,令和5年度,関東大会,バスケットボール,学校対抗,女,1回戦,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,女子バスケットボール部,0
402030,駒場,令和5年度,関東大会,バレーボール,学校対抗,女,2回戦,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,女子バレーボール部,0
402030,駒場,令和5年度,関東大会,水泳 (競泳),学校対抗,男,18位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,水泳部,0
402030,駒場,令和5年度,関東大会,水泳 (競泳),50m自由形,男,10位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,水泳部,0
402030,駒場,令和5年度,関東大会,水泳 (競泳),100m自由形,男,16位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,水泳部,0
402030,駒場,令和5年度,関東大会,水泳 (競泳),100m背泳ぎ,男,4位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,水泳部,0
402030,駒場,令和5年度,関東大会,,,男,16位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,,100ｍ バタフライ,男,8位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,水泳部,0
402030,駒場,令和5年度,関東大会,,100ｍ バタフライ,男,33位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,水泳部,0
402030,駒場,令和5年度,関東大会,,4×100m フリーリレー,男,9位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,陸上競技部,0
402030,駒場,令和5年度,関東大会,,,女,28位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,関東大会,,4×200ｍ フリーリレー,男,20位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,陸上競技部,0
402030,駒場,令和5年度,関東大会,,4×100m メドレーリレー,男,9位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,水泳部,0
402030,駒場,令和5年度,関東大会,,500m タイム・トライアル,女,8位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,陸上競技部,0
402030,駒場,令和5年度,関東大会,,2km インディヴィデュア ル・パシュート,女,5位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402030,駒場,令和5年度,東京都大会,体操,団体,男,4位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_tokyo_results.pdf,体操競技部,0
402030,駒場,令和5年度,東京都大会,体操,団体,女,4位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_tokyo_results.pdf,体操競技部,0
402030,駒場,令和5年度,東京都大会,自転車競技,団体,女,1位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_tokyo_results.pdf,,0
402030,駒場,令和6年度,全国大会（インターハイ）,陸上競技,,男,出場,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/ih_result.pdf,陸上競技部,0
402030,駒場,令和6年度,全国大会（インターハイ）,水泳（競泳）,,男,20位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/ih_result.pdf,水泳部,0
402030,駒場,令和6年度,全国大会（インターハイ）,水泳（競泳）,,男,41位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/ih_result.pdf,水泳部,0
402030,駒場,令和6年度,全国大会（インターハイ）,,,男,30位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/ih_result.pdf,,0
402030,駒場,令和6年度,全国大会（インターハイ）,,,女,46位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/ih_result.pdf,,0
402030,駒場,令和6年度,全国大会（インターハイ）,,,男,54位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/ih_result.pdf,,0
402030,駒場,令和6年度,関東大会,陸上競技,４×４００ｍ,男,準優勝,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,陸上競技部,0
402030,駒場,令和6年度,関東大会,,砲丸投,男,決勝14位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,陸上競技部,0
402030,駒場,令和6年度,関東大会,,円盤投,男,決勝9位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,陸上競技部,0
402030,駒場,令和6年度,関東大会,体操（器械体操）,団体総合,女,15位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,体操（器械体操）,個人総合,女,59位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,1
402030,駒場,令和6年度,関東大会,,,男,55位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,,女,63位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,,女,65位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,,男,80位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,,女,67位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,跳馬,女,44位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,体操競技部,0
402030,駒場,令和6年度,関東大会,,ゆか,男,63位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,跳馬,女,48位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,体操競技部,0
402030,駒場,令和6年度,関東大会,,跳馬,女,57位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,体操競技部,0
402030,駒場,令和6年度,関東大会,,ゆか,男,89位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,段違い平行棒,女,53位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,あん馬,男,51位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,体操競技部,0
402030,駒場,令和6年度,関東大会,,段違い平行棒,女,61位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,あん馬,男,53位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,体操競技部,0
402030,駒場,令和6年度,関東大会,,段違い平行棒,女,69位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,平均台,女,52位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,体操競技部,0
402030,駒場,令和6年度,関東大会,,つり輪,男,59位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,平均台,女,58位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,体操競技部,0
402030,駒場,令和6年度,関東大会,,つり輪,男,86位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,平均台,女,78位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,体操競技部,0
402030,駒場,令和6年度,関東大会,,平均台,女,81位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,体操競技部,0
402030,駒場,令和6年度,関東大会,,跳馬,男,21位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,体操競技部,0
402030,駒場,令和6年度,関東大会,,ゆか,女,51位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,ゆか,女,56位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,ゆか,女,65位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,ゆか,女,66位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,跳馬,男,84位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,体操競技部,0
402030,駒場,令和6年度,関東大会,,,男,59位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,,男,64位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,鉄棒,男,61位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,体操競技部,0
402030,駒場,令和6年度,関東大会,,鉄棒,男,78位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,体操競技部,0
402030,駒場,令和6年度,関東大会,バスケットボール,学校対抗,男,1回戦,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,女子バスケットボール部,0
402030,駒場,令和6年度,関東大会,バレーボール,学校対抗,女,1回戦,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,女子バレーボール部,0
402030,駒場,令和6年度,関東大会,水泳（競泳）,50m自由形,男,6位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,水泳部,0
402030,駒場,令和6年度,関東大会,水泳（競泳）,100m自由形,男,20位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,水泳部,0
402030,駒場,令和6年度,関東大会,水泳（競泳）,100m自由形,男,26位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,水泳部,0
402030,駒場,令和6年度,関東大会,水泳（競泳）,100m自由形,男,36位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,水泳部,0
402030,駒場,令和6年度,関東大会,水泳（競泳）,200m自由形,男,18位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,水泳部,0
402030,駒場,令和6年度,関東大会,水泳（競泳）,200m自由形,女,24位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,水泳部,0
402030,駒場,令和6年度,関東大会,,フリーリレー,男,7位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,陸上競技部,0
402030,駒場,令和6年度,関東大会,,フリーリレー,女,22位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,陸上競技部,0
402030,駒場,令和6年度,関東大会,,メドレーリレー,男,21位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,水泳部,0
402030,駒場,令和6年度,関東大会,,メドレーリレー,女,25位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,水泳部,0
402030,駒場,令和6年度,関東大会,,,男,22位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402030,駒場,令和6年度,関東大会,,,女,26位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
